Facility ID,Facility Name,Address Line 1,City,Zip Code,County,Telephone,Adm First,Adm Last,OWNER,"Certified
100517,SIGNATURE HEALTHCARE AT SUMMERFIELD REHAB AND WELLNE,1877 FARNSLEY RD.,LOUISVILLE,40216,JEFFERSON,(502) 448-8622,MICHELLE,MERCER,"LP LOUISVILLE FARNSLEY ROAD, LLC",165,,165,,,,,,11/1/18,Pending Renewal,NB,NB,,,
100003,SIGNATURE HEALTHCARE AT SUMMIT MANOR REHAB AND WELLN,400 BOMAR HEIGHTS,COLUMBIA,42728,ADAIR,(270) 384-2153,LAWRENCE,BROWN,"LP COLUMBIA KY, LLC",104,,104,,,,,,8/1/19,7/31/20,SB,SB,,,
100630,SIGNATURE HEALTHCARE AT TANBARK REHAB AND WELLNESS C,1121 TANBARK ROAD,LEXINGTON,40515,FAYETTE,(859) 273-7377,NIKKI,SCHILLING,LP LEXINGTON TANBARK ROAD LLC,34,,34,,,,62,,4/1/19,3/31/20,EB,EB,,,
100410,SIGNATURE HEALTHCARE OF BOWLING GREEN,550 HIGH ST.,BOWLING GREEN,42101,WARREN,(270) 843-3296,FRED ,ROWE,"LP BOWLING GREEN, LLC",176,,176,,,,,,7/1/19,6/30/20,WB,WB,,,
100494,SIGNATURE HEALTHCARE OF CARROLLTON REHAB AND WELLNES,1206 ELEVENTH STREET,CARROLLTON,41045,CARROLL,(502) 732-6683,PRESTON,HARNESS,"LP CARROLLTON, LLC",78,,78,,,,,,6/1/19,5/31/20,NB,NB,,,
100428,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,2529 SIX MILE LANE,LOUISVILLE,40220,JEFFERSON,(502) 491-5560,TRINA,MAUEL-JAGOE,"LP LOUISVILLE EAST, LLC",128,,128,,,,,,6/1/19,5/31/20,NB,NB,,,
100162,SIGNATURE HEALTHCARE OF ELIZABETHTOWN,1117 WOODLAND DRIVE,ELIZABETHTOWN,42701,HARDIN,(270) 769-2363,ISRAEL,RAY,"LP E-TOWN, LLC",112,,112,,,,,,12/1/18,11/30/19,NB,NB,,,
100381,SIGNATURE HEALTHCARE OF GEORGETOWN,102 POCAHONTAS TRAIL ,GEORGETOWN,40324,SCOTT,(502) 863-3696,HOPE,BRAINARD,"LP GEORGETOWN, LLC",65,,65,,,,,,12/1/19,11/30/20,EB,EB,,,
100014,SIGNATURE HEALTHCARE OF GLASGOW REHAB AND WELLNESS C,220 WESTWOOD ST.,GLASGOW,42141,BARREN,(270) 651-3499,DILLION,CARVER,"LP GLASGOW, LLC",68,,68,,,,,,6/1/19,5/31/20,WB,WB,,,
100662,SIGNATURE HEALTHCARE OF HART COUNTY REHAB AND WELLNE,1505 SOUTH DIXIE STREET,HORSE CAVE,42749,HART,(270) 786-2200,DEVIN,DAME,"LP HORSECAVE, LLC",104,,104,,,,,,8/1/19,7/31/20,NB,NB,,,
100354,SIGNATURE HEALTHCARE OF HARTFORD REHAB AND WELLNESS,114 MCMURTRY AVE.,HARTFORD,42347,OHIO,(270) 298-7437,JUSTIN,HENDRIX,"LP HARTFORD, LLC",110,,110,,,,,,10/1/19,9/30/20,WB,WB,,,
100635,SIGNATURE HEALTHCARE OF MCCREARY COUNTY REHAB AND WE,58 CAL HILL ROAD,PINE KNOT,42635,MCCREARY,(606) 354-3155,SHARON,BAIRD,"LP PINEKNOT, LLC",60,,60,,,,,,3/1/19,2/28/20,SB,SB,,,
100337,SIGNATURE HEALTHCARE OF MONROE COUNTY REHAB AND WELL,706 NORTH MAGNOLIA STREET,TOMPKINSVILLE,42167,MONROE,(270) 487-6135,RITA,CRABTREE,"LP TOMPKINSVILLE, LLC",104,,104,,,,,,3/1/19,2/28/20,SB,SB,,,
100452,SIGNATURE HEALTHCARE OF SOUTH LOUISVILLE,1120 CRISTLAND ROAD,LOUISVILLE,40214,JEFFERSON,(502) 367-0104,BRIAN,MUELLER,"LP LOUISVILLE SOUTH, LLC",100,,100,,,,,,6/1/19,5/31/20,NB,NB,,,
100603,SIGNATURE HEALTHCARE OF SPENCER COUNTY,625 TAYLORSVILLE RD,TAYLORSVILLE,40071,SPENCER,(502) 477-8838,NATHAN,WILSON,"LP TAYLORSVILLE, LLC",120,,120,,,,,,3/1/19,2/28/20,NB,NB,,,
100506,SIGNATURE HEALTHCARE OF TRIMBLE COUNTY,50 SHEPHERD LANE,BEDFORD,40006,TRIMBLE,(502) 255-3244,BRIAN,WILLOUGHBY,"LP BEDFORD, LLC",60,,60,,,,,,9/1/19,8/31/20,NB,NB,,,
100524,SOMERSET NURSING AND REHABILITATION FACILITY,106 GOVER STREET,SOMERSET,42502,PULASKI,(606) 679-8331,JENNIFER,DAVIS,"SOMERSET OPERATIONS, LLC",123,,123,,,,,,11/1/19,10/31/20,SB,SB,,,
100499,SOMERWOODS NURSING AND REHABILITATION CENTER,555 BOURNE AVENUE,SOMERSET,42501,PULASKI,(606) 679-7421,BRIAN,JAGGERS,"HANGING ROCK, LTC, LLC",166,,166,,,,,,9/1/19,8/31/20,SB,SB,,,
100156,SOUTH SHORE NURSING & REHABILITATION,JAMES E. HANNAH DRIVE,SOUTH SHORE,41175,GREENUP,(606) 932-3127,TAMMIE,TUTTLE,"SOUTH SHORE NURSING & REHABILITATION, LLC",60,,60,,,,,,7/1/19,6/30/20,EB,EB,,,
100756,SPRING CREEK HEALTH CARE,1401 SOUTH 16TH STREET,MURRAY,42071,CALLOWAY,(270) 752-2900,VICKI,BRADLEY-STEEGE,MURRAY CALLOWAY CO PUBLIC HOSPITAL CORP.,226,,226,,,,,,7/1/19,6/30/20,WB,WB,,,
100149,SPRING VIEW HEALTH AND REHAB CENTER,718 GOODWIN LANE,LEITCHFIELD,42754,GRAYSON,(270) 259-4036,MICHAEL,PEEL,"SPRING VIEW OPCO, LLC",71,,71,,,,,,1/1/19,12/31/19,WB,WB,,,
100412,SPRINGFIELD NURSING AND REHABILITATION CENTER,420 EAST GRUNDY AVENUE,SPRINGFIELD,40069,WASHINGTON,(859) 336-7771,MARK,HOLBROOK,"SPRINGFIELD HEALTH CENTER, LLC",70,,70,,,,,,4/1/19,3/31/20,EB,EB,,,
100513,SPRINGHURST HEALTH AND REHAB,3001 N. HURSTBOURNE PKWY.,LOUISVILLE,40241,JEFFERSON,(502) 426-5531,DENISE,BURGESS,"BAPTIST HOMES, INC.",90,,90,,,,,,12/1/18,11/30/19,NB,NB,,,
100704,ST CLAIRE MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD,40351,ROWAN,(606) 783-6650,KEVIN,TRENT,"ST. CLAIRE MEDICAL CENTER, INC.",10,,10,,,,,,1/1/19,12/31/19,EB,EB,,,
100760,ST ELIZABETH FLORENCE SNF,4900 HOUSTON ROAD,FLORENCE,41042,BOONE,(859) 212-4302,AMY,THOMPSON,"ST. ELIZABETH MEDICAL CENTER, INC.",16,,16,,,,,,11/1/19,10/31/20,EB,EB,,,
100759,ST ELIZABETH FT THOMAS SNF,85 NORTH GRAND AVENUE,FORT THOMAS,41075,CAMPBELL,(859) 572-3530,AMY,THOMPSON,"ST. ELIZABETH MEDICAL CENTER, INC.",26,,26,,,,,,11/1/19,10/31/20,EB,EB,,,
100253,ST MATTHEWS CARE CENTER,227 BROWNS LANE,LOUISVILLE,40207,JEFFERSON,(502) 893-2595,JEREMy,BISCHOFF,"ST MATTHEWS LEASING, LLC",125,,125,,,,,,1/1/19,12/31/19,NB,NB,,,
100290,STANFORD CARE AND REHABILITATION,105 HARMON HEIGHTS,STANFORD,40484,LINCOLN,(606) 365-2141,DAWN,COCHRAN,"STANFORD LEASING, LLC",128,,128,,,,,,2/1/19,1/31/20,SB,SB,,,
100445,STANTON NURSING AND REHABILITATION CENTER,31 DERICKSON LANE,STANTON,40380,POWELL,(606) 663-2846,TERRY,WILLIS,"STANTON HEALTH CENTER, LLC",81,,81,,,,1,,7/1/19,6/30/20,SB,SB,,,
100309,STONECREEK HEALTH AND REHABILITATION,4747 ALBEN BARKLEY DRIVE,PADUCAH,42001,MCCRACKEN,(270) 444-9661,ANDREW,LONG,"PADUCAH CENTER FOR  HEALTH AND REHABILITATION,  LLC",86,,86,,,,,,7/1/19,6/30/20,WB,WB,,,
100277,SUNRISE MANOR NURSING HOME,717 NORTH LINCOLN BLVD,HODGENVILLE,42748,LARUE,(270) 358-3103,DONOVAN,DAME,"LP HODGENVILLE, LLC",137,,137,,,,,,1/1/19,12/31/19,NB,NB,,,
100312,SUPERIOR CARE HOME,100 MARSHALL COURT,PADUCAH,42001,MCCRACKEN,(270) 442-6884,JENNIFER,MYERS,"SUPERIOR CARE HOMES, INC.",108,,108,,,,,,12/1/18,11/30/19,WB,WB,,,
100197,SYCAMORE HEIGHTS HEALTH AND REHABILITATION,2141 SYCAMORE AVENUE,LOUISVILLE,40206,JEFFERSON,(502) 895-5417,STEFANIE,JENKINS,"CV LOUISVILLE OPCO I, LLC",96,,96,,,,,,11/1/19,10/31/20,NB,NB,,,
100761,T J SAMSON COMMUNITY HOSPITAL,1301 N RACE ST,GLASGOW,42141,BARREN,(270) 651-4444,JIM,REID,"T. J. SAMSON COMMUNITY HOSPITAL, INC.",16,,16,,,,,,1/1/19,12/31/19,WB,WB,,,
100420,TAYLOR MANOR NURSING HOME,300 BERRY AVENUE,VERSAILLES,40383,WOODFORD,(859) 873-4201,MARY,FAUSTINA ZUGELDER,"TAYLOR MANOR, INC.",,,,40,18,,24,,1/1/19,12/31/19,EB,EB,,,
100946,TELFORD TERRACE,1025 ROBERT L TELFORD DRIVE,RICHMOND,40475,MADISON,(859) 626-5200,GILBERT,SHEW,"MCCREADY MANOR, INC.",26,,25,1,2,,14,,10/1/19,9/30/20,SB,SB,,,
100203,THE EPISCOPAL CHURCH HOME,7504 WESTPORT ROAD,LOUISVILLE,40222,JEFFERSON,(502) 736-7800,BEVERLY,EDWARDS,THE EPISCOPAL CHURCH HOME INC,139,,93,46,,,127,,10/1/19,9/30/20,NB,NB,,,
100551,THE FORUM AT BROOKSIDE,200 BROOKSIDE DRIVE,LOUISVILLE,40243,JEFFERSON,(606) 677-0166,SARA,SHAW,"FIVE STAR BROOKSIDE, LLC",40,,40,18,2,,24,,5/1/19,4/30/20,NB,NB,,,
100393,THE GRANDVIEW NURSING AND REHABILITATION FACILITY,640 WATER TOWER BYPASS,CAMPBELLSVILLE,42719,TAYLOR,(270) 465-4321,DEBORAH,GIBSON,"CNRF OPERATIONS, LLC",81,,81,,,,,,5/1/19,4/30/20,SB,SB,,,
100771,THE HERITAGE,192 BACON CREEK ROAD,CORBIN,40702,WHITLEY,(606) 526-1900,SAM,HUTCHINSON,"WHITLEY OPERATIONS, LLC",85,,85,,,,,,4/1/19,3/31/20,SB,SB,,,
101207,THE HOMEPLACE AT MIDWAY,101 SEXTON WAY,MIDWAY,40347,WOODFORD,(859) 846-4663,TONYA,COX,"THE HOME PLACE AT MIDWAY, INC.",23,,23,1,,,12,,11/1/19,10/31/20,EB,EB,,,
100438,THE JORDAN CENTER,270 E CLAYTON LANE,LOUISA,41230,LAWRENCE,(606) 638-4586,DAVID,MCKENZIE,"MCKENZIE HEALTH CARE, LLC",104,,104,,,,6,,3/1/19,2/28/20,EB,EB,,,
100991,THE NEIGHBORHOOD NURSING FACILITY,100 NEIGHBORLY WAY,SOMERSET,42503,PULASKI,(606) 677-0166,SHARON,REYNOLDS,"MORNINGSIDE OF KENTUCKY, LP",0,,,12,,,,,4/1/19,3/31/20,SB,SB,,,
100266,THE PAVILION AT KENTON,401 EAST 20TH STREET,COVINGTON,41014,KENTON,(859) 283-6600,DANIEL,ROMANELLO,"PAVILION AT KENTON FOR NURSING AND REHABILITATION, LLC",82,,82,,,,,,6/1/19,5/31/20,EB,EB,,,
100055,THE SEASONS AT ALEXANDRIA,7341 E ALEXANDRIA PIKE,NEWPORT,41071,CAMPBELL,(859) 581-1938,ERICH,HAYMAN,"BAPTIST CONVALESCENT CENTER, INC.",167,,167,,,,66,,2/1/19,1/31/20,EB,EB,,,
100645,THE SPRINGS AT STONY BROOK,2200 STONY BROOK DR,LOUISVILLE,40220,JEFFERSON,(502) 495-6240,CHRIS,PETERSON,"HURSTBOURNE HEALTHCARE, LLC",132,,132,,,,41,,11/1/19,10/31/20,NB,NB,,,
100737,THE TERRACE NURSING AND REHABILITATION CENTER,1043 BROOKLYN BOULEVARD,BEREA,40403,MADISON,(859) 228-0551,AUSTIN,GIBSON,"BEREA OPERATIONS, LLC",102,,102,,,,,,2/1/19,1/31/20,SB,SB,,,
100735,THE TRANSITIONAL CARE CENTER OF OWENSBORO,1201 PLEASANT VALLEY ROAD,OWENSBORO,42303,DAVIESS,(270) 688-2000,JOY,BURDEN,"OWENSBORO HEALTH, INC.",30,,30,,,,,,10/1/19,9/30/20,WB,WB,,,
100326,"THE VILLAGE OF LEBANON II, LLC",105 VILLAGE WAY,LEBANON,40033,MARION,(270) 692-9000,FARRAH,MATTINGLY,"THE VILLAGE OF LEBANON, LLC",38,,,38,,,10,,8/1/19,7/31/20,SB,SB,,,
100646,"THE VILLAGE OF LEBANON II, LLC",105 VILLAGE WAY,LEBANON,40033,MARION,(270) 692-9000,FARRAH,MATTINGLY,"THE VILLAGE OF LEBANON II, LLC",16,,16,,,,,,8/1/19,7/31/20,SB,SB,,,
101215,THE WILLOWS AT CITATION,1376 SILVER SPRINGS DRIVE,LEXINGTON,40511,FAYETTE,(859) 277-0320,BRITTANY,FAUCHER,"TRILOGY HEALTHCARE OF FAYETTE III, LLC",54,,54,,,,34,,6/1/19,5/31/20,EB,EB,,,
101286,THE WILLOWS AT FRITZ FARM,2710 MAN O WAR BLVD,LEXINGTON ,40515,FAYETTE,859-273-0088,ELIZABETH,BLAIR,"TRILOGY HEALTHCARE OF FAYETTE II, LLC",54,,54,,,,31,,3/1/19,2/29/20,EB,EB,,,
101136,THE WILLOWS AT HAMBURG,2531 OLD ROSEBUD ROAD,LEXINGTON,40509,FAYETTE,(859) 543-0337,SAMUEL,FRAZIER,"TRILOGY HEALTHCARE OF FAYETTE 1, LLC",64,,54,10,,,39,,12/1/19,11/30/20,EB,EB,,,
100762,THE WILLOWS AT HARRODSBURG,180 LUCKY MAN WAY,HARRODSBURG,40330,MERCER,(859) 734-2953,RACHEL,DADISMAN,"TRILOGY HEALTHCARE OF MERCER, LLC",43,,34,9,,,36,,3/1/19,2/29/20,EB,EB,,,
100651,THOMSON-HOOD VETERANS CENTER,100 VETERANS DRIVE,WILMORE,40390,JESSAMINE,(859) 858-2814,JONI,GOSSER,COMMONWEALTH OF KENTUCKY,285,,285,,,,,,9/1/19,8/31/20,EB,,,,
100436,TRADEWATER POINTE,100 W. RAMSEY,DAWSON SPRINGS,42408,HOPKINS,(270) 797-8132,MARGARET,CURTIS,"TRADEWATER POINTE, LLC",60,,60,,,,,,11/1/19,10/31/20,WB,WB,,,
100548,TREYTON OAK TOWERS,211 WEST OAK STREET,LOUISVILLE,40203,JEFFERSON,(502) 589-3211,MIKE,WIDEMAN,THIRD AND OAK CORPORATION,60,,60,,,,40,,1/1/19,12/31/19,NB,NB,,,
100767,TRI-CITIES NURSING AND REHABILITATION CENTER,19101 US HIGHWAY 119 NORTH,CUMBERLAND,40823,HARLAN,(606) 589-5421,JEFF,WILDER,"HANGING ROCK, LTC, LLC",85,,85,,,,,,4/1/19,3/31/20,SB,SB,,,
100957,TRINITY STATION RETIREMENT COMMUNITY,2121 ARGILLITE ROAD,FLATWOODS,41139,GREENUP,(606) 833-1111,JAMES,BAILEY,"ADVANCED LIVING, INC.",0,,,17,,,30,,5/1/19,4/30/20,EB,EB,,,
100714,TUG VALLEY ARH SKILLED NURSING FACILITY,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,41503,PIKE,(606) 237-1725,SONYA,WASSERMAN,"APPALACHIAN REGIONAL HEALTHCARE, INC.",35,,35,,,,,,12/1/19,11/30/20,SB,SB,,,
100094,TWIN RIVERS NURSING AND REHABILITATION CENTER,2420 W. 3RD ST.,OWENSBORO,42301,DAVIESS,(270) 685-3141,ERIC,ROSS,"TWIN RIVERS OPERATING COMPANY, LLC",132,,132,,,,,,8/1/19,7/31/20,WB,WB,,,
101018,VALHALLA POST ACUTE,300 SHELBY STATION DRIVE,LOUISVILLE,40245,JEFFERSON,(502) 254-0009,DONNA,CANTWELL,"LAKE FOREST POST ACUTE, LLC",130,,130,,,,,,10/1/18,Pending Renewal,NB,NB,,,
100511,VANCEBURG REHABILITATION AND CARE,58 EASTHAM STREET,VANCEBURG,41179,LEWIS,(606) 796-3046,JOSEPH,DONCHATZ,"VANCEBURG LEASING, LLC",94,,94,,,,,,1/1/19,12/31/19,EB,EB,,,
100429,VILLAGE CARE CENTER,2990 RIGGS AVENUE,ERLANGER,41018,KENTON,(859) 727-9330,KRISTI,HILBERT,"BAPTIST CONVALESCENT CENTER, INC.",100,,100,,,,,,9/1/19,8/31/20,EB,EB,,,
100925,VILLASPRING OF ERLANGER,630 VIOX DRIVE,ERLANGER,41018,KENTON,(859) 727-6700,HEATHER,BAILEY,"VILLASPRING HEALTH CARE CENTER, LLC",140,,140,,,,,,8/1/19,7/31/20,EB,EB,,,
100648,WELLINGTON PARC OF OWENSBORO,2885 NEW HARTFORD RD,OWENSBORO,42303,DAVIESS,(270) 685-2374,PHILIP,TRAVIS,"WELLINGTON PARC HEALTH SYSTEMS, INC.",44,,20,,,60,,,7/1/19,6/30/20,WB,WB,,,
100491,WENDELL FOSTER'S CAMPUS FOR DEVELOPMENTAL DISABILI,815 TRIPLETT STREET,OWENSBORO,42302,DAVIESS,(270) 683-4517,SARAH,POOLE,WENDELL FOSTER'S CAMPUS FOR DEVELOPMENTAL DISABILITIES,63,,,,,,,63,2/1/19,1/31/20,WB,WB,,,
100230,WESLEY MANOR,5012 EAST MANSLICK RD,LOUISVILLE,40219,JEFFERSON,(502) 969-3277,JERRY,HOGANSON,"WESLEY MANOR RETIREMENT COMMUNITY, INC.",68,,68,,,,39,,4/1/19,3/31/20,NB,NB,,,
100889,WESLEY VILLAGE,1125 LEXINGTON ROAD,WILMORE,40390,JESSAMINE,(859) 858-3865,GLENDA,CREECH,"UNITED METHODIST RETIREMENT COMMUNITY, INC.",0,,,36,2,,28,,12/1/19,11/30/20,EB,EB,,,
100340,WEST LIBERTY NURSING AND REHABILITATION,774 LIBERTY ROAD,WEST LIBERTY ,41472,MORGAN,(606) 743-3846,KIMBERLY,ROYCE,"WEST LIBERTY NURSING AND REHABILITATION, LLC",48,,48,,,,2,,6/1/19,5/31/20,SB,SB,,,
100490,WESTERN STATE NURSING FACILITY,2400 RUSSELLVILLE ROAD,HOPKINSVILLE,42240,CHRISTIAN,(270) 889-6025,ROGER,WESTFALL,COMMONWEALTH OF KENTUCKY,144,,144,,,,,,10/1/19,9/30/20,WB,WB,,,
100242,WESTMINSTER TERRACE,2116 BUECHEL BANK ROAD,LOUISVILLE,40218,JEFFERSON,(502) 499-9383,BRIDGETTE,TODD,"PRESBYTERIAN HOMES AND SERVICES OF KY, INC.",112,,112,,,,,,11/1/19,10/31/20,NB,NB,,,
101144,WESTPORT PLACE HEALTH CAMPUS,4247 WESTPORT ROAD,LOUISVILLE,40207,JEFFERSON,(502) 893-3033,DANA,BOBLITT,"TRILOGY HEALTHCARE OF LOUISVILLE EAST, LLC",62,,62,,,,26,,7/1/19,6/30/20,NB,NB,,,
100488,WILLIAMSBURG HEALTH AND REHABILITATION CENTER,287 N ELEVENTH STREET,WILLIAMSBURG,40769,WHITLEY,(606) 549-4321,LAURA,CREEKMORE,WILLIAMSBURG NURSING HOME,125,,125,,,,,,3/1/19,2/29/20,SB,SB,,,
100696,WINDSONG ICF/IID,9001 PARK WOODS DRIVE,CRESTWOOD,40014,OLDHAM,(502) 241-1551,KELLY,MANGUM,COMMONWEALTH OF KENTUCKY,8,,,,,,,8,5/1/19,4/30/20,NB,NB,,,
100468,WINDSOR CARE CENTER,125 STERLING WAY,MOUNT STERLING,40353,MONTGOMERY,(859) 498-3343,RUTH,HACKWORTH,"REGENCY CARE OF MOUNT STERLING, LLC",144,,144,,,,,,12/1/19,11/30/20,EB,EB,,,
101254,WINDSOR GARDENS CCRC,103 ISAAC GREER COURT,BARDSTOWN,40004,NELSON,(502) 349-6214,KERI,LEGG,"WINDSOR GARDENS, LLC",0,,,,,,34,,4/1/19,3/31/20,NB,NB,,,
100636,WOLFE COUNTY HEALTH AND REHABILITATION CENTER,850 HWY 191,CAMPTON,41301,WOLFE,(606) 668-3216,AMELIA,PRATER,"WOLFE COUNTY HEALTH CARE CENTER, INC.",100,,100,,,,,,4/1/19,3/31/20,SB,SB,,,
100905,WOODCREST NURSING AND REHABILITATION CENTER,3876 TURKEYFOOT ROAD,ELSMERE,41018,KENTON,(859) 342-8775,JILLIAN,ZWICK,"WOODCREST OPERATING COMPANY, LLC",127,,127,,,,,,5/1/19,4/30/20,EB,,,,
100665,WOODLAND OAKS,1820 OAKVIEW ROAD,ASHLAND,41101,BOYD,(606) 325-5200,ANTHONY,MOLLICA,"WOODLAND OAKS OPERATIONS, LLC",110,,110,,,,,,2/1/19,1/31/20,EB,,,,
100449,WURTLAND NURSING & REHABILITATION,100 WURTLAND AVENUE,WURTLAND,41144,GREENUP,(606) 836-0931,SARAH,WILLIS,"WURTLAND NURSING & REHABILITATION, LLC",126,,126,,,,,,3/1/19,2/29/20,EB,,,,